Automatic electrode selection in unobtrusive capacitive ECG measurements.;2014;3
Automatic exudate detection with improved Naïve-Bayes classifier.;2014;5
Automatic refinement of vascular tracking in retinal images: False vessels detection.;2014;0
Automatic segmentation of hippocampus in histological images of mouse brains using deformable models and random forest.;2014;1
BioWizard: Discovering and validating associations between biological entities by integrated analysis of scientific literature and experimental data.;2014;1
Biological cells classification using bio-inspired descriptor in a boosting k-NN framework.;2014;4
Biomedical Cancer Imaging Analysis.;2014;0
Changes in collagen cross-linking of articular cartilage are revealed by spectral reflectance imaging.;2014;1
Characterization of the breast region for computer assisted Tabar masking of paired mammographic images.;2014;1
Collaboration for research and education in health care: The Latin American and Caribbean Health Sciences System (BIREME).;2014;0
Contributions to a decision support system based on depth of anesthesia signals.;2014;1
CytoMCL: A Cytoscape plugin for fast clustering of protein interaction networks.;2014;1
DDSS: Dynamic decision support system for elderly.;2014;1
Data fusion for multi-lesion Diabetic Retinopathy detection.;2014;5
Dealing with multigranular spatio-temporal databases to manage psychiatric epidemiology data.;2014;1
Designing an ubiquitous computing environment for monitoring physical activity.;2014;0
Detecting cardiac pathologies from annotated auscultations.;2014;0
Detection of architectural distortion using coherence in relation to the expected orientation of breast tissue.;2014;0
Detection of cluster of microcalcifications based on watershed segmentation algorithm.;2014;0
Detection of masses in mammograms using region growing controlled by multilevel thresholding.;2014;0
Detection of retinal vascular bifurcations by rotation-, scale- and reflection-invariant COSFIRE filters.;2014;0
Dicoogle relay - a cloud communications bridge for medical imaging.;2014;3
Distributed decision support for cancer research associated to Infectious Disease.;2014;0
Effective features for artery-vein classification in digital fundus images.;2014;3
Efficient automated liquid detection in microplates.;2014;1
Empirical investigation of consensus clustering for large ECG data sets.;2014;3
Energy and feature-based strategies for estimating the contrast agent concentration in ultrasound medical imaging.;2014;0
Estimating vertebral orientation from biplanar radiography based on contour matching.;2014;0
Evaluation of cross-validation protocols for the classification of endoscopic images of colonic polyps.;2014;0
Extractive evidence based medicine summarisation based on sentence-specific statistics.;2014;0
Features of electronic Early Warning systems which impact clinical decision making.;2014;0
Forecasting long-term care demand with incomplete information: A grey modelling approach.;2014;0
Fully automated hippocampus segmentation with virtual ant colonies.;2014;2
Fully-automated interpretation of biochemical tests for decision support by smartphones.;2014;1
Fuzzy based segmentation of multiple sclerosis lesions in Magnetic Resonance brain images.;2014;0
Global guided interactive diagnosis through dynamic taxonomies.;2014;0
Graph-based minimal path tracking in the skeleton of the retinal vascular network.;2014;0
Graph-based retrieval of multi-modality medical images: A comparison of representations using simulated images.;2014;1
GroBa: Growing balloons for calibre measurement on stenotic lumens.;2014;0
HOME Q-Score: Assessing the quality of healthcare provisioning.;2014;0
Highly efficient optimal k-anonymity for biomedical datasets.;2014;4
ICT4Depression: Service oriented architecture applied to the treatment of depression.;2014;0
Image database clustering to improve microaneurysm detection in color fundus images.;2014;1
Improving operational support in hospital wards through vocal interfaces and process-awareness.;2014;2
Inexpensive monocular pico-projector-based augmented reality display for surgical microscope.;2014;1
Intrinsic higher-order correlation and lacunarity analysis for WCE-based ulcer classification.;2014;1
Knowledge artifacts as tools to communicate and develop knowledge in collaborative user-driven design.;2014;1
Knowledge-based compilation of magnetic resonance diagnosis reports in neuroradiology.;2014;0
Knowledge-driven inference of Medical Interventions.;2014;0
Measuring healthcare decision aid effectiveness.;2014;0
Method to support diagnosis of cervical intraepithelial neoplasia (CIN) based on structural analysis of histological images.;2014;0
Model-based physiological data stream evaluation for dialysis therapy.;2014;0
Modeling clinical workflows using business process modeling notation.;2014;4
Modelling the development of late onset sepsis and length of stay using discrete conditional survival models with a classification tree component.;2014;0
Modification of drusen border detection algorithm based on flooding simulation.;2014;2
Motion estimation in medical video sequences using affine transform.;2014;0
Multiphase risk assessment of atypical liver resections.;2014;0
Multivariate and multiscale analysis of biomedical signals: Towards a comprehensive approach to medical diagnosis.;2014;0
MyPHRMachines: Lifelong Personal Health Records in the cloud.;2014;3
On a meaningful integration of web services in data-intensive biomedical environments: The DICODE approach.;2014;0
On the implicit handling of varying distances and gastrointestinal regions in endoscopic video sequences with indication for celiac disease.;2014;3
On the road to predictive smart alarms based on a networked operating room.;2014;0
PaMiNI: A comprehensive system for mining frequent neuronal patterns of the human brain.;2014;1
Probabilistic models for smart monitoring.;2014;0
Random forests based WCE frames classification.;2014;0
Rigorous process-based modelling of patterns for collaborative work in healthcare teams.;2014;4
Satisfying health information needs: A German health exhibition example.;2014;2
Segmentation and classification of breast lesions using dynamic and textural features in Dynamic Contrast Enhanced-Magnetic Resonance Imaging.;2014;1
Segmentation of vessels through supervised classification in wide-field retina images of infants with Retinopathy of Prematurity.;2014;2
Segmentation through a local and adaptive weighting scheme, for contour-based blending of image and prior information.;2014;0
Sentence-based classification of free-text breast cancer radiology reports.;2014;1
Sequential pattern mining to discover relations between genes and rare diseases.;2014;2
Sparse principal component extraction and classification of long-term biomedical signals.;2014;1
Supporting citizen-centered care for seniors - experiences from two Swedish research projects.;2014;1
Supporting clinical trials to predict adverse events in the brain trauma domain.;2014;1
Supporting collaboration among healthcare professionals and disease surveillance in remote areas.;2014;1
Supporting social care practice: Exploring the role of information and information systems in social care assessment.;2014;1
Surveying patients with smart devices.;2014;0
SySQ: A Web-based system for survey and questionnaire management in medicine.;2014;0
Sym-Bio GUI: A graphical user interface to analyze protein aminoacid residue contact networks.;2014;0
Symbolic representation and clustering of bio-medical time-series data using non-parametric segmentation and cluster ensemble.;2014;0
Temporal data mining of order entry histories for characterization of medical practice.;2014;2
The Application Hosting Environment 3.0: Simplifying biomedical simulations using RESTful web services.;2014;1
The ProGenGrid virtual laboratory for bioinformatics.;2014;1
Using HOG-LBP features and MMP learning to recognize imaging signs of lung lesions.;2014;3
Using phase type distributions for modelling HIV disease progression.;2014;2
Using phase-type models to cost a cohort of stroke patients.;2014;1
Variability analysis with analytics applied to physiological data streams from the neonatal intensive care unit.;2014;5
Volume visualization for exploration of population trends in two-dimensional gel electrophoresis protein data.;2014;0
Wireless human motion acquisition system for rehabilitation assessment.;2014;2
audioEPR: A specialized electronic patient records for the semi-automatic management of clinical data in audiology.;2014;0
eHealth key issues in Portuguese Public Hospitals.;2014;0
k-Gabor: A new feature extraction method for medical images providing internal analysis.;2014;0
A comprehensive cloud-based remote hearing diagnosis system.;2014;0
A computational approach for screening dyslexia.;2014;0
A cryptographic approach for monitoring patients with mild cognitive impairment and dementia.;2014;2
A curvelet-based lacunarity approach for ulcer detection from Wireless Capsule Endoscopy images.;2014;1
A framework for validation of vessel segmentation algorithms.;2014;1
A health information recommender system: Enriching YouTube health videos with Medline Plus information by the use of SnomedCT terms.;2014;2
A manually-labeled, artery/vein classified benchmark for the DRIVE dataset.;2014;2
A medical content based image retrieval system with eye tracking relevance feedback.;2014;0
A multi-domain platform for medical imaging.;2014;0
A multi-functional mobile information system for hospital assistance.;2014;0
A process mining analysis on a Virtual Electronic Patient Record system.;2014;1
A prognosis system for colorectal cancer.;2014;0
A prototype for solving conflicts in XACML-based e-Health policies.;2014;7
A scalable ontology reasoner via incremental materialization.;2014;0
A secure RBAC mobile agent access control model for healthcare institutions.;2014;0
A short review of computerized monitoring systems for ADHD.;2014;0
A statistical decision tree algorithm for medical data stream mining.;2014;1
A system for the automatic measurement of the nuchal translucency thickness from ultrasound video stream of the foetus.;2014;0
A virtual reality simulator combining a learning environment and clinical case database for image-guided prostate biopsy.;2014;2
A web-based medical multimedia visualisation interface for personal health records.;2014;2
ACLAC: An approach for adaptive closed-loop anesthesia control.;2014;0
ALI: An assisted living system for persons with mild cognitive impairment.;2014;1
Accurate super-resolution reconstruction for CT and MR images.;2014;0
Adaptation of marching cubes for the simulation of material removal from segmented volume data.;2014;2
Agent based simulation for training and assessing students in the field of anesthesiology.;2014;0
An adaptive method for the recovery of missing samples from FHR time series.;2014;1
An automatic clinical document importance estimator for an existing electronic patient record - Architecture and implementation.;2014;0
An automatic method for the estimation of Arteriolar-to-Venular Ratio in retinal images.;2014;0
An extended conceptual model of consent for information systems.;2014;1
An intelligent adaptive filter for fast tracking and elimination of power line interference from ECG signal.;2014;1
Anisotropy correction of medical image data employing patch similarity.;2014;0
Application of different classification techniques on brain morphological data.;2014;1
Attributes for causal inference in electronic healthcare databases.;2014;1
AudioSense: Enabling real-time evaluation of hearing aid technology in-situ.;2014;4
Automatic Mapping tool of local laboratory terminologies to LOINC.;2014;1
Automatic cyst detection in OCT retinal images combining region flooding and texture analysis.;2014;1
Automatic detection of microaneurysm based on the slant stacking.;2014;0
Automatic nerve tracking in confocal images of corneal subbasal epithelium.;2014;2
Automatic no-reference quality assessment for retinal fundus images using vessel segmentation.;2014;5
Automatic segmentation of the pectoral muscle in mediolateral oblique mammograms.;2014;1
Autopilot spatially-adaptive active contour parameterization for medical image segmentation.;2014;1
Bayesian networks to answer challenging neuroscience questions.;2014;0
Can we distinguish between benign and malignant breast tumors in DCE-MRI by studying a tumor's most suspect region only?;2014;5
CaptureMyEmotion: A mobile app to improve emotion learning for autistic children using sensors.;2014;1
Cardiovascular variability and nociception/anti-nociception balance during anesthesia.;2014;0
Challenges in predicting community periodontal index from hospital dental care records.;2014;0
Classification of volumetric retinal images using overlapping decomposition and tree analysis.;2014;1
Cloud framework for real-time synchronous physiological streams to support rural and remote Critical Care.;2014;0
Combination of engineering and medical education using an active mechanical lung simulator.;2014;0
Communication between agents for interoperability in area health service platform using JADE.;2014;0
Community pharmacies and eHealth services: Barriers and opportunities for real Primary Healthcare integration.;2014;1
Computer-aided capsule endoscopy images evaluation based on color rotation and texture features: An educational tool to physicians.;2014;4
Content based image retrieval of diabetic macular edema images.;2014;0
Contextual anomalies in medical data.;2014;1
Cost sensitive adaptive random subspace ensemble for computer-aided nodule detection.;2014;1
Costing Mixed Coxian Phase-type Systems in a given time interval.;2014;0
Creating openEHR content to different moments of care: Obstetrics emergency scenario.;2014;0
Data reliability in home healthcare services.;2014;1
Design and development of a serious game for central line placement.;2014;2
Detection of circular content area in endoscopic videos.;2014;2
Detection of laser marks in retinal images.;2014;0
Developing a framework for evaluation of technology use at multidisciplinary meetings in healthcare.;2014;0
Does a CBIR system really impact decisions of physicians in a clinical environment?;2014;3
ECG delineation and morphological analysis for firefighters tasks differentiation.;2014;0
ELearning in teaching pharmacology and toxicology - The Halle experience.;2014;0
Efficient textural model-based mammogram enhancement.;2014;0
Evaluation of SIRIUS retinal vessel width measurement in REVIEW dataset.;2014;0
Evaluation of the use of computational intelligence techniques in medical claim processes of a health insurance company.;2014;0
Examining the learning effects of a low-cost haptic-based virtual reality simulator on laparoscopic cholecystectomy.;2014;2
Flow evaluation of red blood cells in capillaroscopic videos.;2014;0
Fully-automatic tool for morphometric analysis of myelinated fibers.;2014;0
Graph-based retrieval of PET-CT images using vector space embedding.;2014;1
HL7 FHIR: An Agile and RESTful approach to healthcare information exchange.;2014;3
Health users' perception of biometric authentication technologies.;2014;3
Heart rate and ventricular repolarization variabilities interactions modification by microgravity simulation during head-down bed rest test.;2014;0
Hurst exponent and intrapartum fetal heart rate: Impact of decelerations.;2014;2
Identifying gaps in health research and training in Africa: Designing online surveys for Cloud-oriented training.;2014;0
Impact of SVM multiclass decomposition rules for recognition of cancer in gastroenterology images.;2014;1
Implementing public health analytical services: Grid enabling of MetaMap.;2014;0
In-class use of the nu-case mobile telehealth system in a medical school.;2014;1
Integrating echocardiogram reports with medical imaging.;2014;0
Interpretation of laboratory examination results and their simple representation.;2014;2
Investigating post-processing of scanning laser ophthalmoscope images for unsupervised retinal blood vessel detection.;2014;2
Knowledge on heart condition of children based on demographic and physiological features.;2014;0
Learner's satisfaction within a breast imaging eLearning course for radiographers.;2014;0
Linking the scientific and clinical data with KI2NA-LHC - An outline.;2014;0
Machine learning methods for in vivo skin parameter estimation.;2014;1
Minimally invasive surgical skills evaluation in the field of otolaryngology.;2014;0
Modeling and architecture design of an MDPnP acute care monitoring system.;2014;1
On the effects of de-interlacing on the classification accuracy of interlaced endoscopic videos with indication for celiac disease.;2014;2
OpenEHR-based pervasive health information system for primary care: First Brazilian experience for public care.;2014;2
Opportunities for smart & tailored activity coaching.;2014;3
Optic disk localization using fast radial symmetry transform.;2014;2
POCS-based super-resolution for HD endoscopy video frames.;2014;3
Parallel multi-material decomposition of Dual-Energy CT data.;2014;0
Peer-to-peer data discovery in health centers.;2014;0
Perceptually adapted method for optic disc detection on retinal fundus images.;2014;1
Personal Health Information detection in unstructured web documents.;2014;0
Physician's awareness of e-prescribing security risks.;2014;0
Predicting visualization of hospital clinical reports using survival analysis of access logs from a virtual patient record.;2014;1
Prenatal observation of heart rate sequences presenting entropic analogies with Sudden Infant Death Syndrome: Preliminary report.;2014;0
Quality evaluation of websites with information on oral cancer in Portuguese language.;2014;0
Reconstruction and error detection of blood vessel network from ultrasound volume data.;2014;0
Reducing the complexity of k-nearest diverse neighbor queries in medical image datasets through fractal analysis.;2014;2
Region-based active contours for computer-aided analysis of carotid Phase Contrast MRI.;2014;0
Remote supported trauma care: Understanding the situation from afar.;2014;0
Segmentation of gastroenterology images: A comparison between clustering and fitting models approaches.;2014;0
Segmentation of nailfold capillaries from microscopy video sequences.;2014;1
SemLink - Dynamic generation of hyperlinks to enhance patient readability of discharge summaries.;2014;0
Semi-automatic registration of retinal images based on line matching approach.;2014;1
Simulation of soft tissue deformation: A new approach.;2014;2
Smart technologies for long-term stress monitoring at work.;2014;5
Smart-phone application design for lasting behavioral changes.;2014;0
Solving biomedical classification tasks by softmax reconstruction in ECOC framework.;2014;1
Stress detection from speech and Galvanic Skin Response signals.;2014;5
Survey of openEHR storage implementations.;2014;3
Taking the next step in computer-based full-body patient simulation: The Müse® advantage.;2014;0
Telenursing in colorectal cancer patient follow-up and treatment assessment: A mixed methods evaluation study.;2014;0
The role of medical data analytics in reducing health fraud and improving clinical and financial outcomes.;2014;0
Towards medical device behavioural validation using Petri nets.;2014;4
Towards organ-centric compositional development of safe networked supervisory medical systems.;2014;1
Turning datasets into patient-centered knowledge utilities.;2014;0
Unified methodology for evaluating vessel tree tortuosity metrics in eye fundus images.;2014;0
Using probabilistic logic and the principle of maximum entropy for the analysis of clinical brain tumor data.;2014;0
Utility of privacy preservation for health data publishing.;2014;0
Validation of microaneurysm-based diabetic retinopathy screening across retina fundus datasets.;2014;1
Why don't engineers and clinicians talk the same language - And what to do about it?;2014;0
A Query Integrator and Manager for the Query Web.;2014;3
A SNPshot of PubMed to associate genetic variants with drugs, diseases, and adverse reactions.;2014;10
A classification of errors in lay comprehension of medical documents.;2014;4
A framework and its empirical study of automatic diagnosis of traditional Chinese medicine utilizing raw free-text clinical records.;2014;2
A framework for the comparison of mobile patient monitoring systems.;2014;20
A hybrid knowledge-based and data-driven approach to identifying semantically similar concepts.;2014;9
A knowledge-driven conditional approach to extract pharmacogenomics specific drug-gene relationships from free text.;2014;5
A method for determining the number of documents needed for a gold standard corpus.;2014;3
A mutation-centric approach to identifying pharmacogenomic relations in text.;2014;4
A new clustering method for detecting rare senses of abbreviations in clinical notes.;2014;1
A study of terminology auditors' performance for UMLS semantic type assignments.;2014;3
A transparent and transportable methodology for evaluating Data Linkage software.;2014;2
Abstraction of complex concepts with a refined partial-area taxonomy of SNOMED.;2014;4
Active learning strategies for the deduplication of electronic patient data using classification trees.;2014;2
Algorithmic and user study of an autocompletion algorithm on a large medical vocabulary.;2014;1
An approach to improve LOINC mapping through augmentation of local test names.;2014;3
An enhancement of the Role-Based Access Control model to facilitate information access management in context of team collaboration and workflow.;2014;8
An ontology for clinical questions about the contents of patient notes.;2014;2
An ontology-based personalization of health-care knowledge to support clinical decisions for chronically ill patients.;2014;18
Analysis of functional and pathway association of differential co-expressed genes: A case study in drug addiction.;2014;1
Anaphoric reference in clinical reports: Characteristics of an annotated corpus.;2014;2
Applying active learning to assertion classification of concepts in clinical text.;2014;4
Argumentation logic for the flexible enactment of goal-based medical guidelines.;2014;4
Auditing complex concepts of SNOMED using a refined hierarchical abstraction network.;2014;5
Auditing consistency and usefulness of LOINC use among three large institutions - Using version spaces for grouping LOINC codes.;2014;5
Avatar-based simulation in the evaluation of diagnosis and management of mental health disorders in primary care.;2014;1
BOAT: Automatic alignment of biomedical ontologies using term informativeness and candidate selection.;2014;5
Boosting performance of gene mention tagging system by hybrid methods.;2014;3
Breakthroughs in genomics data integration for predicting clinical outcome.;2014;1
Bridging gaps in handoffs: A continuity of care based approach.;2014;27
Building a robust, scalable and standards-driven infrastructure for secondary use of EHR data: The SHARPn project.;2014;27
Building an automated SOAP classifier for emergency department reports.;2014;4
Classification of surgical processes using dynamic time warping.;2014;10
Clinical coverage of an archetype repository over SNOMED-CT.;2014;3
Clinical decision support: Converging toward an integrated architecture.;2014;4
Common data model for natural language processing based on two existing standard information models: CDA+GrAF.;2014;1
Continuous time Bayesian network classifiers.;2014;9
Cross-terminology mapping challenges: A demonstration using medication terminological systems.;2014;7
DNA microarray SNP associations with clinical efficacy and side effects of domperidone treatment for gastroparesis.;2014;0
Data driven linear algebraic methods for analysis of molecular pathways: Application to disease progression in shock/trauma.;2014;1
Decision-making model for early diagnosis of congestive heart failure using rough set and decision tree approaches.;2014;4
Design for risk control: The role of usability engineering in the management of use-related risks.;2014;4
Development and evaluation of an ontology for guiding appropriate antibiotic prescribing.;2014;6
Development of a benchmark corpus to support the automatic extraction of drug-related adverse effects from medical case reports.;2014;7
Development of the nursing problem list subset of SNOMED CT®.;2014;5
Discovering discovery patterns with predication-based Semantic Indexing.;2014;9
Efficient management of multi-version clinical guidelines.;2014;0
Employing UMLS for generating hints in a tutoring system for medical problem-based learning.;2014;0
Enabling international adoption of LOINC through translation.;2014;4
Enabling semantic similarity estimation across multiple ontologies: An evaluation in the biomedical domain.;2014;8
Enhancing clinical concept extraction with distributional semantics.;2014;14
Erratum to "Cross-terminology mapping challenges: A demonstration using medication terminological systems" [J. Biomed. Inform. (2012) 613-625].;2014;1
Evaluation of alternative standardized terminologies for medical conditions within a network of observational healthcare databases.;2014;8
Feasibility of encoding the Institute for Clinical Systems Improvement Depression Guideline using the Omaha System.;2014;2
Finding disease similarity based on implicit semantic similarity.;2014;10
Formalization of treatment guidelines using Fuzzy Cognitive Maps and semantic web tools.;2014;10
Fuzzy-probabilistic multi agent system for breast cancer risk assessment and insurance premium assignment.;2014;6
Health literacy screening instruments for eHealth applications: A systematic review.;2014;10
Healthcare in the pocket: Mapping the space of mobile-phone health interventions.;2014;99
